"Value","Frequency","Variable"
"1",114,"focus_bipoc"
"0",70,"focus_economic_disadvantage"
"1",119,"focus_economic_disadvantage"
"0",110,"focus_emergent_bilingual"
"1",79,"focus_emergent_bilingual"
"0",143,"focus_foster"
"1",46,"focus_foster"
"0",122,"focus_homeless"
"1",67,"focus_homeless"
"0",133,"focus_interrupted"
"1",56,"focus_interrupted"
"0",162,"focus_juvenile_justice"
"1",27,"focus_juvenile_justice"
"0",140,"focus_multilingual"
"1",49,"focus_multilingual"
"0",155,"focus_newcomer"
"1",34,"focus_newcomer"
"0",59,"focus_swd"
"1",130,"focus_swd"
"0",171,"focus_other"
"1",18,"focus_other"
"Barriers to deaf and hard of hearing students.",1,"focus_other_text"
"CART has our own internal support netwok (full time school counselor, part-time psychologist, teachers trained to conduct support groups (CSI), etc.).  Along with this support network we can rely on each student's home high school support network (along with families, and outside agencies).",1,"focus_other_text"
"Designed to meet each learner where they are and unlock the full potential of each learner. Rural learners, simply based on geography, often experience marginalizing factors that limit their ability to thrive in the Delta region.",1,"focus_other_text"
"Gifted students",1,"focus_other_text"
"LGBTQ+ students and families",1,"focus_other_text"
"LGBTQIA+ Students",1,"focus_other_text"
"Partnership with homeschool families",1,"focus_other_text"
"Pregnant and parenting students. Young adult learners up to age 24",1,"focus_other_text"
"Students Experiencing Homelessness Group Homes",1,"focus_other_text"
"Students who have aged out of their opportunity to earn the diploma, but recognize the equivalency can still transform their lives",1,"focus_other_text"
"Students who have historically had a negative experience in school.",1,"focus_other_text"
"Students who identify as members of the LGBTQ+ community",1,"focus_other_text"
"Students who need a safe place to grow who have experienced bullying, multiple suspensions and expulsions. Disrupting the school to prison pipeline.",1,"focus_other_text"
"Students who see themselves other than needing the traditional classroom",1,"focus_other_text"
"Students with intellectual disabilities like ADHD and ASD",1,"focus_other_text"
"We don't focus on any particular group and want the BIG experience to be for all students across the spectrum, with the goal of our demographics mirroring the districts we serve.",1,"focus_other_text"
"We have changed to a competency-based transcript which helps our students and their learning.  The focus is on skill development and not just content. We let students have a voice in the content.",1,"focus_other_text"
"We seek to create a model and environment where the model flexes to the needs of each individual regardless of their background, experiences, economic status, race, gender, disability, etc.",1,"focus_other_text"
"0",84,"inclusive_emergent_bilingual"
"1",105,"inclusive_emergent_bilingual"
"0",151,"inclusive_juvenile_justice"
"1",38,"inclusive_juvenile_justice"
"0",121,"inclusive_newcomer"
"1",68,"inclusive_newcomer"
"0",46,"inclusive_swd"
"1",143,"inclusive_swd"
"0",187,"inclusive_other"
"1",2,"inclusive_other"
"Although we do not always have all of these populations represented in a given year, we include all.",1,"inclusive_other_text"
"Our environment is inclusive in that EVERYONE is invited into our ecosystem and we support the needs that each learner needs individually to make progress toward their plan and pathways.",1,"inclusive_other_text"
"0",37,"catalyst_cutting_edge"
"1",152,"catalyst_cutting_edge"
"0",152,"catalyst_external"
"1",37,"catalyst_external"
"0",134,"catalyst_student_agency"
"1",55,"catalyst_student_agency"
"0",159,"catalyst_teacher_agency"
"1",30,"catalyst_teacher_agency"
"0",166,"catalyst_demographics"
"1",23,"catalyst_demographics"
"0",167,"catalyst_internal"
"1",22,"catalyst_internal"
"0",139,"catalyst_stakeholders"
"1",50,"catalyst_stakeholders"
"0",83,"catalyst_inequities"
"1",106,"catalyst_inequities"
"0",138,"catalyst_absence"
"1",51,"catalyst_absence"
"0",152,"catalyst_covid"
"1",37,"catalyst_covid"
"0",101,"catalyst_mental_health"
"1",88,"catalyst_mental_health"
"0",159,"catalyst_other"
"1",30,"catalyst_other"
"A desire to create a meaningful learning experience for students and to give students the chance to lead their own learning.",1,"catalyst_other_text"
"As a Hawaiian-focused Charter School (HFCS), MHPCS promotes culture-based education by grounding instruction and learning in shared ways of being, knowing, and doing to respond to the needs of indigenous youth. ʻĀina-based learning allows students to create authentic, reciprocal relationships with the land, people, and resources of a specific community, which becomes an integral part of the learner’s identity and a catalyst for a personal commitment to the health and well-being of that community.",1,"catalyst_other_text"
"Belief in the pedagogy.",1,"catalyst_other_text"
"Commitment to anti-ableist and anti-racist learning and community",1,"catalyst_other_text"
"Community and physical environment proved conducive to an Agriculture Career Tech Pathway.",1,"catalyst_other_text"
"Competency based learning",1,"catalyst_other_text"
"Curriculum response to data demonstrating student outcomes",1,"catalyst_other_text"
"Early College Academy innovations with our university partner",1,"catalyst_other_text"
"It is our commitment to ensure that ALL learners have the opportunity to experience a learner-centered education.  We are currently looking to iterate our current state to further embed learning in the community and increase learner agency.",1,"catalyst_other_text"
"Leaders to Legends most recently received national recognition and was awarded funding for being a sustainable, transformational, outstanding, permissionless educational economy Leaders to Legends was recognized for their innovative parent-directed homeschool and parents are providing an exceptional private education for their children.. We are proud to say that we have totally taken what are common everyday systematic concerns like parental involvement and absenteeism and turned them into a strong desire to be present at school and 100% parent engagement as measured by our parent/family feedback surveys.",1,"catalyst_other_text"
"Need for strength-based approach to education instead of deficit-based learning model for students with intellectual disabilities like ADHD and ASD",1,"catalyst_other_text"
"Nipmuc has developed an Innovation Career Pathway for Computer Science and will be launching a pathway for Business Marketing and Finance in the fall. The pathway designation provides funding to support programming, creates a series of courses that meaningfully connect the classroom with the world beyond our campus, and provide professional learning opportunities to students as part of their course of study.",1,"catalyst_other_text"
"Our Christian mission to serve all scholars in our community who desire to exercise their choice for private education.",1,"catalyst_other_text"
"Our district's Outdoor Learning Center was underutilized, and the district leadership at the time thought that creating an on-site charter school would be a great way to provide an innovative learning environment for students.",1,"catalyst_other_text"
"Our students are leading innovation. They are directly facilitating the development of our new strategic plan, advocating to our board and leadership, and driving messaging to parents, students, and the community.",1,"catalyst_other_text"
"Student engagement",1,"catalyst_other_text"
"The mission of EQA Schools is to provide ALL students with the skills, confidence, and experiences necessary to succeed in the education and career paths of their choice.  EQA programs are built on the belief that alternative schools should not punish or """"fix"""" young people; they should be vibrant, flexible, and restorative environments that support students in being their best selves.",1,"catalyst_other_text"
"The need to meet students where they are at, and then help them discover personal growth in all aspects of their lives.",1,"catalyst_other_text"
"The rise of generative artificial intelligence.",1,"catalyst_other_text"
"There is a huge disconnect in the world of deaf education as it exists in the public education / special education system in New Mexico. All deaf related education issues default to the New Mexico School for the Deaf, who only serve approximately 20% of deaf students in the state.  The remaining 80% of identified deaf students are educated in their home districts with limited language and resource support.",1,"catalyst_other_text"
"Wakanyeja Tokeyahci is an independent, community-based school of the Rosebud Sioux Tribe located in Mission, South Dakota. We operate in partnership with Siċaŋġu Co, as their education initiative. Siċaŋġu Co is the economic engine of the Siċaŋġu Lak̇ota nation: the purpose is to improve the financial and social well-being of our tribal relatives. We are guided and inspired by the 7Gen Vision, which imagines the type of world we’d like to see our descendants living in 175 years from now. How do we live today to create a healthy, just, abundant world for our grandchildren?",1,"catalyst_other_text"
"We are always working hard to maintain our unique student culture that draws students to CART.  Most students will tell you that's what they love the most about CART.  The adult cultue is a challenge we embrace as in each lab the teachers teach unique subjects through a different career lens.  The needs are different so, along with meeting those unique needs, we work at finding common gaols to work on together that unite us.",1,"catalyst_other_text"
"We are expanding to a new building and growing into a middle school. We will get grades 6-7 by September 2026.",1,"catalyst_other_text"
"We are unique as the first charter school in Tennessee to offer the Montessori learning model - and moreover we are doing so as a """"turnaround"""" model for a chronically underperforming zoned public school in a historic but marginalized and now high-poverty neighborhood. Almost all of the other school turnaround models use the same """"no excuses"""" mode of learning.",1,"catalyst_other_text"
"We believe that the Montessori model that builds independence and an individualized curriculum for each student best meets the developmental needs of students in all grade levels.",1,"catalyst_other_text"
"We have a fabulous group of teachers who are striving to meet students where they are and close learning gaps.  They are driven by a student-centered philosophy.",1,"catalyst_other_text"
"We have done extensive work to identify equity barriers for our students, and we are finding that poverty seems to be the """"dragon to be slayed"""".",1,"catalyst_other_text"
"We seek to build a model for education that empowers all aspects of a school community while maximizing the online/digital tools so that the human part of the equation has significant impact.  We were also driven to find a way to maximize staff in an age when staff if difficult to find.",1,"catalyst_other_text"
"We would like to ensure that we are shifting our approach to be more culturally responsive.",1,"catalyst_other_text"
"0",126,"catalyst_key_cutting_edge"
"1",63,"catalyst_key_cutting_edge"
"0",178,"catalyst_key_external"
"1",11,"catalyst_key_external"
"0",162,"catalyst_key_student_agency"
"1",27,"catalyst_key_student_agency"
"0",182,"catalyst_key_teacher_agency"
"1",7,"catalyst_key_teacher_agency"
"0",186,"catalyst_key_demographics"
"1",3,"catalyst_key_demographics"
"0",181,"catalyst_key_internal"
"1",8,"catalyst_key_internal"
"0",174,"catalyst_key_stakeholders"
"1",15,"catalyst_key_stakeholders"
"0",147,"catalyst_key_inequities"
"1",42,"catalyst_key_inequities"
"0",181,"catalyst_key_absence"
"1",8,"catalyst_key_absence"
"0",178,"catalyst_key_covid"
"1",11,"catalyst_key_covid"
"0",161,"catalyst_key_mental_health"
"1",28,"catalyst_key_mental_health"
"0",174,"catalyst_key_other"
"1",15,"catalyst_key_other"
"Neutral",31,"future_resources"
"No, not at all",11,"future_resources"
"No, not very",31,"future_resources"
"Yes, extremely",37,"future_resources"
"Yes, somewhat",78,"future_resources"
"0",103,"barrier_local_funds"
"1",86,"barrier_local_funds"
"0",128,"barrier_private_funds"
"1",61,"barrier_private_funds"
"0",174,"barrier_donations"
"1",15,"barrier_donations"
"0",138,"barrier_inflation"
"1",51,"barrier_inflation"
"0",148,"barrier_enrollment"
"1",41,"barrier_enrollment"
"0",136,"barrier_shortage"
"1",53,"barrier_shortage"
"0",146,"barrier_federal_funds"
"1",43,"barrier_federal_funds"
"0",174,"barrier_other"
"1",15,"barrier_other"
"Changes in community priorities.",1,"barrier_other_text"
"Expansion is difficult when funding typically follows after the investment is required.",1,"barrier_other_text"
"Funding for charters in WA state meanse we are operating at a 30% defecit.",1,"barrier_other_text"
"Funding for Exceptional Children (special education) does not adequately cover the services that students require and need.",1,"barrier_other_text"
"In Hawaiʻi Charter Schools are required to find and pay for school facilities. We are not provides space or finances for rent, maintenance, or building. This means that each school needs to fundraise not only for programing, but also facilities.",1,"barrier_other_text"
"Our goal is to continue to expand community resources.  We have added a community center with a food pantry, clothing closet and limited child care.  We would like to add parenting classes, adult education, additional health services and a community gym.  Our main building is over 100 years old, so it is a challenge to balance increasing our outreach services with maintaining and remodeling our main building.  Our state provides very limited facilities/maintenance funding for charter schools.  We look for opportunities to apply for grants and funding from foundations and we hope to find resources to build the community gym that will provide safe options for children to participate in activities after school hours.",1,"barrier_other_text"
"State funding increases to match inflation.",1,"barrier_other_text"
"State government push advocating for school choice focused on drawing enrollment away from public schools.",1,"barrier_other_text"
"State underfunding of public education",1,"barrier_other_text"
"Support and advocacy from the school district for non-traditional learning options such as ours.",1,"barrier_other_text"
"The State funding model is in the middle of major legislation that will significantly threaten school budgets for the next 5 years. This will simultaneously impact resources and staffing, as well as impact the culture and climate of schools and our ability to attend to our goals and action plans accordingly.",1,"barrier_other_text"
"Threats from our authorizer and our state government",1,"barrier_other_text"
"We are a non BIE Tribal school operating using philanthropic dollars in which below 1% funds Native led initiatives.",1,"barrier_other_text"
"We currently rent our building space and the cost of our rent is having a significant impact on our ability to expand services.",1,"barrier_other_text"
"We have over 300 students on the waitlist that want to attend and we don't have space for.  We don't have resources to expand or open a second campus currently, although the need is present.",1,"barrier_other_text"
"0",68,"transform_ai"
"1",121,"transform_ai"
"0",71,"transform_mental_health"
"1",118,"transform_mental_health"
"0",164,"transform_pandemic"
"1",25,"transform_pandemic"
"0",59,"transform_workforce"
"1",130,"transform_workforce"
"0",149,"transform_enrollment"
"1",40,"transform_enrollment"
"0",130,"transform_politics"
"1",59,"transform_politics"
"0",167,"transform_esa"
"1",22,"transform_esa"
"0",179,"transform_climate"
"1",10,"transform_climate"
"0",174,"transform_other"
"1",15,"transform_other"
"Career preparedness within K-12 education",1,"transform_other_text"
"Changing needs of the global society for our young learners in the future workforce.",1,"transform_other_text"
"Equitable and Adequate Education Funding",1,"transform_other_text"
"Inadequate funding due to many of the above issues",1,"transform_other_text"
"Inclusive education advocacy and its impacts on school staffing, classroom design and instructional programs",1,"transform_other_text"
"Increase in homeschooling among Black and Brown families.",1,"transform_other_text"
"Lack of Leadership",1,"transform_other_text"
"Lack of relevant, authentic experiences for K-12 students",1,"transform_other_text"
"Mastery Transcript/Learning Records",1,"transform_other_text"
"Modern instructional frameworks and new graduation requirements",1,"transform_other_text"
"More specifically than mental health, I would point out that students are developing an increasing sense of hopelessness about the world beyond school. Intrinsic motivation to find ways out of the bottom quintile to at least the middle quintile of the income distribution chart in the US is becoming increasingly non-existent, as more and more students feel that it is not possible for them.",1,"transform_other_text"
"Poverty.",1,"transform_other_text"
"Shift of focus and priorities at teacher credentialing programs- the educational pipeline needs to shift to meet the needs of our current and future workforce.",1,"transform_other_text"
"Statewide local funding formulas.",1,"transform_other_text"
"The """"larger system"""" of education not making transformative shifts in practice. As a school, we are not a marginalized school. However, our approach to education lives on the margins. Because we don't align to the dominant narrative, our energy is consumed in convincing others of our positionality/standpoint (Collins, 1990). We continue to hustle for our worthiness (Brown, 2012). The world of education has to move away from a """"gatekeeping"""" mentality toward walking alongside learners in co-constructing their path(s) forward.",1,"transform_other_text"
"0",116,"ai_innovation"
"1",73,"ai_innovation"
"No",103,"ai_policy"
"No, but we are in the process of developing one",72,"ai_policy"
"Yes",14,"ai_policy"
"Banned by the state due to student data privacy.",1,"ai_policy_text"
"Cite it like a source. Don't use it more than you'd use it a source.",1,"ai_policy_text"
"Learners receive coaching and guidance on how to utilize AI as a learning tool. We've implemented wholistic learning assessments (called Practicals) to gauge mastery of skills and knowledge, instead of formal assessments like tests and essays.",1,"ai_policy_text"
"ONLY use generative AI tools in the academic setting with the explicit and clear permission of each individual instructor, and only in the ways allowed by the instructor. (See teacher syllabus) Students know that our teachers use A-I Dector programs such as TurnItIn and Google add ins.",1,"ai_policy_text"
"Plagiarism in any form is not acceptable at CodeRVA.  We acknowledge the presence of Artificial Intelligence (AI) based language models like ChatGPT and their potential to enhance learning experiences. However, we must responsibly leverage AI as an iterative and ethical tool to enhance authentic student work. The improper use of AI includes using or copying language, structure, idea, and/or thought of AI and representing it as one's own original work.  To maintain academic integrity, it is important to cite the use of AI models appropriately, adhering to the same principles as other external sources. AI is a tool and thought partner that can augment learning, but it does not replace critical thinking. Students who engage in plagiarism of any form will be subject to academic penalties and/or disciplinary action.",1,"ai_policy_text"
